stop_id,stop_name,stop_lat,stop_lon                                                                                                                   
71205,Val De Pilas,41.2300560,0.07014500                                                                                                              
71206,Fabara,41.2344050,0.14328400                                                                                                                    
71207,Nonaspe,41.2137880,0.24247200                                                                                                                   
71208,Faio-La Pobla De Massaluca (fayon),41.2252470,0.35027500                                                                                        
71209,Riba-Roja D'ebre,41.2484510,0.48088800                                                                                                          
71210,Flix,41.2295020,0.54007100                                                                                                                      
71211,Ascó,41.1824790,0.56896400                                                                                                                      
71300,Mora La Nova,41.1063740,0.65289300                                                                                                              
71301,Els Guiamets,41.0934620,0.74717300                                                                                                              
71302,Capçanes,41.1020570,0.78033000                                                                                                                  
71303,Marça-Falset,41.1309450,0.81032800                                                                                                              
71304,Pradell De La Teixeta,41.1332400,0.85837100                                                                                                     
71305,Duesaigues-L'argentera,41.1437760,0.92094200                                                                                                    
71306,Riudecanyes-Botarell,41.1400270,0.97564800                                                                                                      
71307,Les Borges Del Camp,41.1655250,1.02077400                                                                                                       
71400,Reus,41.1605240,1.09997900                                                                                                                      
71401,Vila-Seca,41.1127440,1.15038900                                                                                                                 
71500,Tarragona,41.1116240,1.25321400                                                                                                                 
71502,Altafulla-Tamarit,41.1364460,1.37453000                                                                                                         
71503,Torredembarra,41.1428570,1.40566000                                                                                                             
71600,Sant Vicenç De Calders,41.186245 ,1.526315                                                                                                      
71601,Calafell,41.188736 ,1.567244                                                                                                                    
71602,Segur De Calafell,41.192544 ,1.607745                                                                                                           
71603,Cunit,41.195912 ,1.631307                                                                                                                       
71604,Cubelles,41.204112 ,1.671807                                                                                                                    
71700,Vilanova I La Geltru,41.219993 ,1.733331                                                                                                        
71701,Sitges,41.237757 ,1.81694                                                                                                                       
71703,Garraf (apt),41.254712 ,1.904007                                                                                                                
71704,Platja De Castelldefels,41.265442 ,1.943333                                                                                                     
71705,Castelldefels,41.26816  ,1.964203                                                                                                               
71706,Gava,41.304209 ,2.012793                                                                                                                        
71707,El Prat De Llobregat,41.330762 ,2.088982                                                                                                        
71708,Bellvitge,41.354261 ,2.115549                                                                                                                   
71709,Viladecans,41.309407 ,2.0277                                                                                                                    
71801,Barcelona-Sants,41.37922  ,2.140624                                                                                                             
71802,Barcelona-Passeig De Gracia,41.392281 ,2.164896                                                                                                 
72100,Roda De Bara,41.1840520,1.44015300                                                                                                              
72101,Roda De Mar,41.1863150,1.45514430                                                                                                               
72201,El Vendrell,41.220531 ,1.537775                                                                                                                 
72202,L'arboc,41.273412 ,1.600516                                                                                                                     
72203,Els Monjos,41.316708 ,1.662007                                                                                                                  
72204,Vilafranca Del Penedes,41.344856 ,1.703676                                                                                                      
72205,La Granada,41.370925 ,1.725083                                                                                                                  
72206,Lavern-Subirats (apd),41.395755 ,1.768162                                                                                                       
72207,Sant Sadurni D'anoia,41.419824 ,1.794186                                                                                                        
72208,Gelida (apd),41.442478 ,1.850896                                                                                                                
72209,Martorell,41.479459 ,1.929874                                                                                                                   
72210,Castellbisbal,41.473263 ,1.967619                                                                                                               
72211,El Papiol (apd),41.435304 ,2.002477                                                                                                             
72300,Molins De Rei,41.409953 ,2.020864                                                                                                               
72301,Sant Feliu De Llobregat,41.383049 ,2.048042                                                                                                     
72302,Sant Joan Despi (apd),41.368619 ,2.060305                                                                                                       
72303,Cornella,41.357469 ,2.070566                                                                                                                    
72305,L'hospitalet De Llobregat,41.364129 ,2.100766                                                                                                   
72400,El Prat Aeroport,41.303844 ,2.07218                                                                                                             
72501,Rubi,41.475318 ,2.037135                                                                                                                        
72502,Sant Cugat,41.481295 ,2.080439                                                                                                                  
72503,Cerdanyola Universiti,41.496992 ,2.115035                                                                                                       
73001,Puigverd De Lleida-Artesa De Lleida,41.5536500,0.73305800                                                                                       
73002,Juneda,41.5438790,0.82558400                                                                                                                    
73003,Les Borges Blanques,41.5214610,0.87771500                                                                                                       
73004,La Floresta,41.5042630,0.92430300                                                                                                               
73005,Vinaixa,41.4250770,0.97030800                                                                                                                   
73006,Vimbodi I Poblet,41.4026100,1.04600800                                                                                                          
73007,L'espluga De Francoli,41.4005250,1.10338900                                                                                                     
73008,Montblanc,41.3766480,1.16543100                                                                                                                 
73009,Vilaverd,41.3376020,1.17659900                                                                                                                  
73010,La Riba,41.3183540,1.18124800                                                                                                                   
73100,La Plana-Picamoixons,41.3059700,1.19766500                                                                                                      
73101,Alcover,41.2616580,1.17422800                                                                                                                   
73102,La Selva Del Camp,41.2102840,1.14407200                                                                                                         
75101,Alcoletge,41.6542670,0.68570700                                                                                                                 
75102,Vilanova De La Barca,41.6873810,0.72789800                                                                                                      
75103,Termens,41.7165250,0.76304600                                                                                                                   
75104,Vallfogona De Balaguer,41.7557510,0.80561200                                                                                                    
75105,Balaguer,41.7893330,0.81475000                                                                                                                  
75106,Gerb,41.8233290,0.81202300                                                                                                                      
75107,Sant Llorenç De Montgai,41.8664090,0.83242400                                                                                                   
75108,Vilanova De La Sal,41.9120660,0.83030500                                                                                                        
75109,Santa LiÑa,41.9317760,0.85243300                                                                                                                
75110,Ager,42.0067390,0.85161700                                                                                                                      
75111,Cellers-Llimiana,42.0586990,0.88286800                                                                                                          
75112,Guardia De Tremp,42.1014190,0.88804700                                                                                                          
75113,Palau-Puigcercos,42.1469550,0.89244100                                                                                                          
75114,Tremp,42.1673640,0.89113700                                                                                                                     
75115,Salas De Pallars,42.2068450,0.94044700                                                                                                          
75116,La Pobla De Segur,42.2398540,0.96610700                                                                                                         
76001,Salomo,41.2234740,1.37661700                                                                                                                    
76002,Vilabella,41.2403120,1.31560100                                                                                                                 
76003,Nulles-Brafim,41.2503060,1.29744900                                                                                                             
76004,Valls,41.2896300,1.25873400                                                                                                                     
77002,Montcada-Ripollet,41.496658 ,2.182072                                                                                                           
77003,Santa Perpetua De Mogoda,41.521426 ,2.193917                                                                                                    
77004,Mollet-Santa Rosa,41.535064 ,2.205846                                                                                                           
77005,Parets Del Valles,41.560527 ,2.255996                                                                                                           
77006,Granollers-Canovelles,41.602832 ,2.274647                                                                                                       
77100,Les Franqueses Del Valles,41.624639 ,2.298077                                                                                                   
77102,La Garriga,41.684575 ,2.288761                                                                                                                  
77103,Figaró,41.7233684,2.271161                                                                                                                      
77104,Sant  Marti De Centelles,41.760542 ,2.24972                                                                                                     
77105,Centelles,41.797834 ,2.223428                                                                                                                   
77106,Els Hostalets De Balenya,41.843129 ,2.250218                                                                                                    
77107,Balenya,41.852564 ,2.264253                                                                                                                     
77109,Vic,41.930805 ,2.248776                                                                                                                         
77110,Manlleu,41.998912 ,2.269314                                                                                                                     
77111,Torello,42.05217  ,2.259369                                                                                                                     
77112,Borgonya (apd),42.065014 ,2.241286                                                                                                              
77113,Sant Quirze De Besora-Montesquiu,42.104658 ,2.216977                                                                                            
77114,La Farga De Bebie,42.130061 ,2.203924                                                                                                           
77200,Ripoll,42.195536 ,2.195977                                                                                                                      
77301,Campdevanol,42.221558 ,2.165877                                                                                                                 
77303,Ribes De Freser,42.301158 ,2.166078                                                                                                             
77304,Planoles (apt),42.313559 ,2.103078                                                                                                              
77305,Toses (apt),42.324189 ,2.029728                                                                                                                 
77306,La Molina,42.344529 ,1.956006                                                                                                                   
77307,Urtx-Alp (apt),42.375375 ,1.899526                                                                                                              
77309,Puigcerda,42.428908 ,1.924085                                                                                                                   
77310,La Tour De Carol,42.458629 ,1.904703                                                                                                            
78005,Villanueva De Gallego,41.7655100,-0.8222040                                                                                                     
78100,Zuera,41.8771660,-0.7641720                                                                                                                     
78200,Tardienta,41.9757160,-0.5382230                                                                                                                 
78201,GraÑen,41.9380330,-0.3693290                                                                                                                    
78202,Marcen-PoleÑino,41.8819110,-0.2834560                                                                                                           
78203,SariÑena,41.8175290,-0.1707600                                                                                                                  
78300,Selgua,41.9063330,0.14818700                                                                                                                    
78301,Monzon-Rio Cinca,41.9136790,0.19693900                                                                                                          
78302,Binefar,41.8497680,0.29147800                                                                                                                   
78400,Lleida,41.6206960,0.63266900                                                                                                                    
78402,Bell-Lloc D'urgell,41.6316190,0.78154700                                                                                                        
78403,Mollerussa,41.6317790,0.89677500                                                                                                                
78404,Golmes,41.6359290,0.93086300                                                                                                                    
78405,Castellnou De Seana,41.6374640,0.96773600                                                                                                       
78406,Bellpuig,41.6325450,1.01299300                                                                                                                  
78407,Anglesola,41.6464480,1.07919200                                                                                                                 
78408,Tarrega,41.6503870,1.13896300                                                                                                                   
78500,Cervera,41.6736110,1.27477300                                                                                                                   
78501,Sant Guim De Freixenet,41.6559240,1.42053000                                                                                                    
78502,Sant Marti Sesgueioles,41.7012170,1.48620400                                                                                                    
78503,Calaf,41.7303340,1.51509700                                                                                                                     
78504,Seguers-Sant Pere Sallavinera,41.7479910,1.57416700                                                                                             
78505,Aguilar De Segarra,41.7389170,1.62372000                                                                                                        
78506,Rajadell,41.7331590,1.69627500                                                                                                                  
78600,Manresa,41.720129 ,1.82899                                                                                                                      
78604,Sant Vicenç De Castellet,41.667899 ,1.863451                                                                                                    
78605,Castellbell I El Vilar-Monistrol Monts,41.628059 ,1.869875                                                                                      
78606,Vacarisses,41.588024 ,1.913838                                                                                                                  
78607,Vacarisses-Torreblanca,41.577138 ,1.921807                                                                                                      
78609,Viladecavalls,41.565479 ,1.954342                                                                                                               
78610,Sant Miquel De Gonteres,41.568123 ,1.975712                                                                                                     
78700,Terrassa,41.570159 ,2.019075                                                                                                                    
78703,Sabadell Sud,41.53662  ,2.105617                                                                                                                
78704,Sabadell Centre,41.549572 ,2.114757                                                                                                             
78705,Barbera Del Valles,41.507162 ,2.127558                                                                                                          
78706,Cerdanyola Del Valles,41.492582 ,2.14763                                                                                                        
78707,Montcada I Reixac-Santa Maria,41.481232 ,2.166922                                                                                               
78708,Montcada I Reixac-Manresa,41.483996 ,2.185513                                                                                                   
78709,Sabadell Nord,41.562871 ,2.087794                                                                                                               
78710,Terrasa Est,41.567261 ,2.041561                                                                                                                 
78800,Montcada Bifurcacio,41.468992 ,2.178904                                                                                                         
78801,Barcelona-Torre Del Baro,41.460945 ,2.181042                                                                                                    
78802,Sant Andreu Arenal,41.430893 ,2.183095                                                                                                          
78804,Barcelona-Arc De Triomf,41.391864 ,2.180076                                                                                                     
78805,Barcelona-Plaça De Catalunya,41.386726 ,2.166458                                                                                                
78806,Barcelona La Sagrera Meridiana,41.422638 ,2.187262                                                                                              
79004,Barcelona-Sant Andreu Comtal,41.435807 ,2.193572                                                                                                
79005,Montcada I Reixac,41.483833 ,2.188193                                                                                                           
79006,Mollet-Sant Fost,41.530069 ,2.215485                                                                                                            
79007,Montmelo,41.5519598,2.2517501                                                                                                                   
79009,Barcelona-Clot-Arago,41.41745  ,2.192893                                                                                                        
79011,Llagosta,41.510428 ,2.199740                                                                                                                    
79100,Granollers Centre,41.594528 ,2.29107                                                                                                            
79101,Cardedeu,41.635258 ,2.360275                                                                                                                    
79102,Llinars Del Valles,41.636058 ,2.403675                                                                                                          
79103,Palautordera (apd),41.670899 ,2.452823                                                                                                          
79104,Sant Celoni,41.686024 ,2.491262                                                                                                                 
79105,Gualba,41.714078 ,2.533778                                                                                                                      
79106,Riells I Viabrea-Breda,41.723357 ,2.560075                                                                                                      
79107,Hostalric,41.747657 ,2.632175                                                                                                                   
79109,Les Franqueses-Granollers Nord,41.617306 ,2.292859                                                                                              
79200,Maçanet-Massanes,41.778657 ,2.678775                                                                                                            
79202,Sils,41.8076830,2.74486000                                                                                                                      
79203,Caldes De Malavella,41.8410980,2.80076500                                                                                                       
79204,Riudellots,41.8962320,2.81159900                                                                                                                
79205,Fornells De La Selva,41.9351570,2.80973200                                                                                                      
79300,Girona,41.9793030,2.81700600                                                                                                                    
79301,Celra,42.0272300,2.87496900                                                                                                                     
79302,Bordils-Juia,42.0370680,2.91525500                                                                                                              
79303,Flaça,42.0475960,2.95750600                                                                                                                     
79304,Sant Jordi Desvalls,42.0683190,2.96453300                                                                                                       
79305,Camallera,42.1223590,2.96544800                                                                                                                 
79306,Sant Miquel De Fluvia,42.1720870,2.98966300                                                                                                     
79308,Vilamalla,42.2162020,2.97787400                                                                                                                 
79309,Figueres,42.2650650,2.96878700                                                                                                                  
79311,Vilajuiga,42.3257390,3.08538500                                                                                                                 
79312,Llançà,42.3665949,3.14898700                                                                                                                    
79314,Colera,42.4070680,3.15426200                                                                                                                    
79315,Portbou,42.4244940,3.15785800                                                                                                                   
79316,Cerbere,42.4414760,3.16325900                                                                                                                   
79400,Barcelona-Estacio De França,41.384089 ,2.187004                                                                                                 
79403,Sant Adria De Besos (apd),41.424665 ,2.230761                                                                                                   
79404,Badalona,41.445802 ,2.249257                                                                                                                    
79405,Montgat,41.466119 ,2.280042                                                                                                                     
79406,Montgat-Nord (p),41.471542 ,2.293911                                                                                                            
79407,El Masnou,41.477702 ,2.314362                                                                                                                   
79408,Ocata (apd),41.483293 ,2.337839                                                                                                                 
79409,Premia De Mar Apeadero,41.488348 ,2.357075                                                                                                      
79410,Vilassar De Mar,41.501746 ,2.392842                                                                                                             
79412,Cabrera Ma,41.504169 ,2.387135                                                                                                                  
79500,Mataro,41.533245 ,2.445797                                                                                                                      
79501,Sant Andreu De Llavaneres (apt),41.55596  ,2.50184                                                                                              
79502,Caldes D'estrac,41.569216 ,2.527982                                                                                                             
79600,Arenys De Mar,41.578795 ,2.552336                                                                                                               
79601,Canet De Mar,41.587123 ,2.583146                                                                                                                
79602,Sant Pol De Mar,41.600184 ,2.627001                                                                                                             
79603,Calella,41.614691 ,2.666203                                                                                                                     
79604,Pineda De Mar,41.622203 ,2.693515                                                                                                               
79605,Malgrat Del Mar,41.642728 ,2.744502                                                                                                             
79606,Blanes,41.672594 ,2.769389                                                                                                                      
79607,Tordera,41.70643  ,2.721235                                                                                                                     
79608,Sta.susann,41.629763 ,2.714036                                                                                                                  
97100,Pitis,40.4954011,-3.7260638                                                                                                                     
97200,Mirasierra-Paco De Lucía,40.499662 ,-3.709016                                                                                                   
97201,Madrid-Ramon Y Cajal,40.4882980,-3.6946827                                                                                                      
98003,Fte De La Mora,40.4847940,-3.6628860                                                                                                            
98304,Valdebebas,40.482    ,-3.616292                                                                                                                 
98305,Madrid-Aeropuerto T4,40.49174  ,-3.593473                                                                                                       
